time,gt_x,gt_y,gt_theta
1747606938.9747064,3.0000000085756997,-0.7802727239471677,1.5707954532541226
1747606938.9850473,3.000000009114457,-0.7802727119652701,1.5707966657239465
1747606938.9926758,3.000000008628631,-0.7802727237595424,1.5707954534619253
1747606939.0038524,3.0000000091673886,-0.7802727117776451,1.570796665931749
1747606939.0122888,3.0000000086815626,-0.7802727235719173,1.5707954536697277
1747606939.0221004,3.0000000092203205,-0.7802727115900199,1.5707966661395518
1747606939.0345192,3.0000000087344945,-0.7802727233842921,1.5707954538775308
1747606939.0453343,3.000000009273252,-0.7802727114023946,1.570796666347355
1747606939.0548782,3.000000008787426,-0.7802727231966666,1.5707954540853335
1747606939.0646708,3.0000000093261834,-0.7802727112147692,1.5707966665551572
1747606939.077932,3.0000000088403573,-0.7802727230090413,1.5707954542931366
1747606939.0837286,3.000000009379115,-0.780272711027144,1.5707966667629596
1747606939.1005387,3.0000000088932888,-0.7802727228214161,1.570795454500939
1747606939.1070244,3.0000000094320467,-0.7802727108395187,1.5707966669707627
1747606939.1153026,3.0000000089462207,-0.7802727226337908,1.5707954547087422
1747606939.1235287,3.000000009484978,-0.7802727106518933,1.5707966671785654
1747606939.1323617,3.000000008999152,-0.7802727224461653,1.5707954549165444
1747606939.1477036,3.0000000095379096,-0.7802727104642679,1.570796667386368
1747606939.1544087,3.0000000090520835,-0.7802727222585398,1.5707954551243475
1747606939.163644,3.000000009590841,-0.7802727102766424,1.5707966675941707
1747606939.1746206,3.0000000091050145,-0.7802727220709146,1.57079545533215
1747606939.1833992,3.0000000096437716,-0.780272710089017,1.570796667801974
1747606939.1944256,3.000000009157945,-0.7802727218832892,1.5707954555399528
1747606939.2045882,3.000000009696702,-0.7802727099013919,1.5707966680097767
1747606939.2146118,3.0000000092108765,-0.7802727216956639,1.570795455747756
1747606939.226015,3.000000009749634,-0.7802727097137662,1.5707966682175787
1747606939.234473,3.000000009263808,-0.7802727215080382,1.5707954559555586
1747606939.247213,3.0000000098025654,-0.7802727095261408,1.5707966684253813
1747606939.2565687,3.00000000931674,-0.7802727213204128,1.5707954561633612
1747606939.2646408,3.000000009855497,-0.7802727093385154,1.5707966686331842
1747606939.2751677,3.0000000093696713,-0.7802727211327875,1.5707954563711646
1747606939.283293,3.0000000099084283,-0.7802727091508901,1.570796668840987
1747606939.3019595,3.0000000094226027,-0.7802727209451624,1.5707954565789666
1747606939.3038254,3.00000000996136,-0.7802727089632651,1.5707966690487898
1747606939.3129003,3.0000000094755346,-0.7802727207575372,1.5707954567867697
1747606939.325166,3.0000000100142916,-0.7802727087756397,1.5707966692565922
1747606939.3320558,3.000000009528466,-0.7802727205699117,1.5707954569945723
1747606939.3423905,3.000000010067223,-0.7802727085880143,1.5707966694643951
1747606939.3544428,3.0000000095813975,-0.7802727203822863,1.570795457202375
1747606939.3659534,3.0000000101201545,-0.780272708400389,1.570796669672198
1747606939.3719497,3.000000009634329,-0.7802727201946611,1.5707954574101775
1747606939.38336,3.0000000101730864,-0.7802727082127637,1.5707966698800007
1747606939.3925622,3.0000000096872608,-0.7802727200070356,1.5707954576179803
1747606939.4031477,3.000000010226018,-0.7802727080251382,1.5707966700878029
1747606939.4131012,3.000000009740192,-0.78027271981941,1.5707954578257832
1747606939.4289408,3.0000000102789492,-0.7802727078375127,1.5707966702956058
1747606939.4350088,3.0000000097931236,-0.7802727196317847,1.5707954580335861
1747606939.4440293,3.000000010331881,-0.7802727076498873,1.5707966705034084
1747606939.4550939,3.0000000098460555,-0.7802727194441593,1.5707954582413892
1747606939.4651608,3.0000000103848126,-0.780272707462262,1.5707966707112115
1747606939.4753127,3.000000009898987,-0.780272719256534,1.570795458449192
1747606939.482305,3.000000010437744,-0.7802727072746368,1.5707966709190138
1747606939.499534,3.0000000099519184,-0.7802727190689086,1.570795458656995
1747606939.505815,3.0000000104906754,-0.7802727070870114,1.5707966711268169
1747606939.5182085,3.00000001000485,-0.7802727188812834,1.5707954588647972
1747606939.523587,3.0000000105436073,-0.7802727068993861,1.57079667133462
1747606939.5337045,3.0000000100577817,-0.7802727186936581,1.5707954590725999
1747606939.5438704,3.0000000105965388,-0.7802727067117609,1.5707966715424229
1747606939.5542204,3.000000010110713,-0.7802727185060327,1.570795459280403
1747606939.564503,3.00000001064947,-0.7802727065241355,1.570796671750225
1747606939.5749571,3.0000000101636446,-0.7802727183184075,1.5707954594882059
1747606939.5852513,3.000000010702402,-0.7802727063365105,1.5707966719580277
1747606939.5951614,3.0000000102165765,-0.7802727181307821,1.570795459696009
1747606939.6021392,3.0000000107553335,-0.7802727061488849,1.5707966721658302
1747606939.6143215,3.000000010269508,-0.7802727179431568,1.5707954599038116
1747606939.624011,3.000000010808265,-0.7802727059612595,1.570796672373633
1747606939.6371217,3.0000000103224393,-0.7802727177555315,1.570795460111614
1747606939.6444316,3.0000000108611964,-0.7802727057736341,1.5707966725814362
1747606939.654541,3.000000010375371,-0.7802727175679058,1.5707954603194167
1747606939.665515,3.0000000109141283,-0.7802727055860087,1.5707966727892384
1747606939.672892,3.0000000104283027,-0.7802727173802804,1.57079546052722
1747606939.6821213,3.0000000109670593,-0.780272705398383,1.5707966729970413
1747606939.698824,3.000000010481233,-0.780272717192655,1.5707954607350223
1747606939.7023995,3.00000001101999,-0.7802727052107578,1.5707966732048442
1747606939.713546,3.0000000105341647,-0.7802727170050296,1.5707954609428254
1747606939.7241247,3.0000000110729217,-0.7802727050231326,1.5707966734126468
1747606939.7343993,3.0000000105870965,-0.7802727168174045,1.5707954611506278
1747606939.745335,3.000000011125853,-0.7802727048355074,1.57079667362045
1747606939.7550197,3.000000010640028,-0.7802727166297792,1.5707954613584312
1747606939.7623966,3.0000000111787846,-0.780272704647882,1.5707966738282524
1747606939.7725353,3.0000000106929594,-0.7802727164421538,1.5707954615662338
1747606939.7829196,3.000000011231716,-0.7802727044602566,1.5707966740360548
1747606939.7934031,3.000000010745891,-0.7802727162545283,1.5707954617740367
1747606939.8034985,3.000000011284648,-0.7802727042726313,1.5707966742438575
1747606939.8136942,3.0000000107988227,-0.7802727160669031,1.5707954619818394
1747606939.8261433,3.0000000113375793,-0.780272704085006,1.5707966744516604
1747606939.833005,3.000000010851754,-0.7802727158792776,1.5707954621896423
1747606939.8433568,3.0000000113905108,-0.7802727038973805,1.5707966746594635
1747606939.8565063,3.0000000109046856,-0.7802727156916522,1.570795462397445
1747606939.8642395,3.0000000114434426,-0.7802727037097551,1.570796674867266
1747606939.8764145,3.0000000109576175,-0.7802727155040268,1.570795462605248
1747606939.8844802,3.000000011496374,-0.7802727035221297,1.5707966750750684
1747606939.901481,3.000000011010549,-0.7802727153164014,1.5707954628130507
1747606939.9079618,3.0000000115493055,-0.7802727033345043,1.5707966752828717
1747606939.9130867,3.0000000110634804,-0.7802727151287759,1.5707954630208536
1747606939.9230406,3.000000011602237,-0.7802727031468788,1.570796675490674
1747606939.9350505,3.000000011116412,-0.7802727149411504,1.5707954632286567
1747606939.943705,3.000000011655169,-0.7802727029592532,1.570796675698477
1747606939.9542441,3.0000000111693437,-0.7802727147535247,1.5707954634364594
1747606939.9663913,3.0000000117081003,-0.7802727027716279,1.5707966759062792
1747606939.9753718,3.000000011222275,-0.7802727145658993,1.570795463644262
1747606939.9831188,3.0000000117610317,-0.7802727025840026,1.5707966761140826
1747606939.9922192,3.0000000112752065,-0.780272714378274,1.5707954638520647
1747606940.0026944,3.000000011813963,-0.7802727023963772,1.5707966763218852
1747606940.016918,3.000000011328138,-0.7802727141906488,1.5707954640598678
1747606940.022521,3.000000011866895,-0.7802727022087518,1.5707966765296881
1747606940.0359106,3.00000001138107,-0.7802727140030233,1.5707954642676705
1747606940.0427196,3.0000000119198265,-0.7802727020211264,1.5707966767374908
1747606940.052749,3.0000000114340013,-0.780272713815398,1.570795464475473
1747606940.0626152,3.000000011972758,-0.7802727018335011,1.5707966769452935
1747606940.0728428,3.0000000114869327,-0.7802727136277727,1.5707954646832762
1747606940.0832891,3.0000000120256898,-0.7802727016458757,1.5707966771530968
1747606940.0991194,3.0000000115398646,-0.7802727134401474,1.570795464891079
1747606940.1038353,3.000000012078621,-0.7802727014582503,1.5707966773608988
1747606940.1147587,3.000000011592796,-0.7802727132525218,1.5707954650988818
1747606940.124018,3.0000000121315527,-0.7802727012706249,1.5707966775687017
1747606940.1347592,3.0000000116457275,-0.7802727130648963,1.5707954653066845
1747606940.145091,3.000000012184484,-0.7802727010829994,1.5707966777765046
1747606940.1552126,3.000000011698659,-0.7802727128772711,1.5707954655144878
1747606940.161927,3.000000012237416,-0.7802727008953741,1.570796677984307
1747606940.172029,3.000000011751591,-0.7802727126896455,1.5707954657222907
1747606940.1820872,3.000000012290347,-0.7802727007077485,1.5707966781921103
1747606940.1923416,3.000000011804522,-0.7802727125020198,1.570795465930093
1747606940.2032113,3.000000012343278,-0.780272700520123,1.570796678399913
1747606940.2129512,3.0000000118574532,-0.7802727123143944,1.570795466137896
1747606940.2234437,3.00000001239621,-0.7802727003324976,1.5707966786077159
1747606940.2336848,3.000000011910385,-0.7802727121267693,1.5707954663456982
1747606940.243837,3.0000000124491413,-0.7802727001448724,1.570796678815518
1747606940.2540932,3.0000000119633166,-0.7802727119391438,1.570795466553502
1747606940.2645192,3.0000000125020727,-0.780272699957247,1.5707966790233212
1747606940.274722,3.000000012016248,-0.7802727117515185,1.570795466761304
1747606940.285288,3.000000012555004,-0.7802726997696217,1.5707966792311234
1747606940.2983227,3.0000000120691794,-0.7802727115638931,1.5707954669691069
1747606940.3018806,3.000000012607936,-0.7802726995819963,1.5707966794389268
1747606940.3135028,3.0000000121221113,-0.7802727113762677,1.57079546717691
1747606940.3223324,3.0000000126608675,-0.7802726993943709,1.5707966796467292
1747606940.3325112,3.0000000121750428,-0.7802727111886424,1.570795467384713
1747606940.3453195,3.000000012713799,-0.7802726992067456,1.570796679854532
1747606940.3564334,3.000000012227974,-0.7802727110010171,1.5707954675925158
1747606940.363426,3.000000012766731,-0.7802726990191201,1.5707966800623347
1747606940.3734913,3.000000012280906,-0.7802727108133913,1.5707954678003184
1747606940.3831213,3.000000012819662,-0.7802726988314945,1.5707966802701379
1747606940.393316,3.0000000123338375,-0.780272710625766,1.5707954680081213
1747606940.4039176,3.0000000128725937,-0.7802726986438691,1.5707966804779405
1747606940.4138694,3.000000012386769,-0.7802727104381406,1.5707954682159242
1747606940.4239829,3.000000012925525,-0.7802726984562437,1.5707966806857432
1747606940.4370632,3.0000000124397004,-0.7802727102505153,1.5707954684237266
1747606940.442969,3.000000012978457,-0.7802726982686184,1.5707966808935458
1747606940.452387,3.0000000124926323,-0.7802727100628899,1.5707954686315302
1747606940.4627202,3.0000000130313884,-0.7802726980809931,1.5707966811013485
1747606940.4755425,3.0000000125455637,-0.7802727098752644,1.5707954688393329
1747606940.4849503,3.00000001308432,-0.7802726978933677,1.5707966813091512
1747606940.5019872,3.000000012598495,-0.7802727096876391,1.5707954690471355
1747606940.5052097,3.0000000131372517,-0.7802726977057424,1.5707966815169545
1747606940.5140939,3.000000012651427,-0.7802727095000138,1.5707954692549386
1747606940.524328,3.000000013190183,-0.780272697518117,1.5707966817247572
1747606940.5350084,3.0000000127043585,-0.7802727093123882,1.5707954694627413
1747606940.5436754,3.0000000132431146,-0.7802726973304916,1.5707966819325596
1747606940.5533998,3.00000001275729,-0.7802727091247629,1.570795469670544
1747606940.5648108,3.000000013296046,-0.7802726971428661,1.5707966821403627
1747606940.5723934,3.0000000128102213,-0.7802727089371374,1.570795469878347
1747606940.5834122,3.000000013348978,-0.7802726969552407,1.5707966823481656
1747606940.5933452,3.000000012863153,-0.7802727087495122,1.5707954700861497
1747606940.603575,3.0000000134019094,-0.7802726967676153,1.5707966825559683
1747606940.6140785,3.0000000129160846,-0.7802727085618866,1.5707954702939528
1747606940.6237857,3.000000013454841,-0.7802726965799899,1.570796682763771
1747606940.634522,3.000000012969016,-0.7802727083742611,1.570795470501755
1747606940.6445084,3.0000000135077727,-0.7802726963923645,1.5707966829715736
1747606940.6547973,3.000000013021948,-0.7802727081866357,1.5707954707095584
1747606940.662356,3.0000000135607037,-0.7802726962047393,1.5707966831793765
1747606940.671821,3.000000013074879,-0.7802727079990104,1.5707954709173617
1747606940.6820436,3.0000000136136347,-0.7802726960171138,1.5707966833871791
1747606940.6961632,3.00000001312781,-0.7802727078113852,1.5707954711251642
1747606940.7052546,3.0000000136665657,-0.7802726958294885,1.5707966835949825
1747606940.7146158,3.0000000131807414,-0.7802727076237599,1.5707954713329668
1747606940.726146,3.0000000137194975,-0.7802726956418633,1.5707966838027847
1747606940.7328553,3.0000000132336733,-0.7802727074361345,1.5707954715407695
1747606940.743375,3.000000013772429,-0.7802726954542379,1.5707966840105876
1747606940.753381,3.0000000132866047,-0.7802727072485092,1.5707954717485726
1747606940.7644162,3.0000000138253604,-0.7802726952666126,1.5707966842183905
1747606940.775065,3.000000013339536,-0.7802727070608839,1.5707954719563755
1747606940.7850242,3.0000000138782923,-0.7802726950789872,1.5707966844261931
1747606940.7984326,3.0000000133924676,-0.7802727068732583,1.5707954721641786
1747606940.802828,3.0000000139312237,-0.7802726948913615,1.5707966846339962
1747606940.8123615,3.0000000134453995,-0.7802727066856329,1.5707954723719812
1747606940.8232565,3.000000013984155,-0.7802726947037363,1.5707966848417987
1747606940.8328855,3.000000013498331,-0.7802727064980074,1.5707954725797846
1747606940.843076,3.0000000140370866,-0.7802726945161108,1.5707966850496013
1747606940.8532243,3.0000000135512623,-0.7802727063103819,1.5707954727875872
1747606940.8641276,3.0000000140900185,-0.7802726943284853,1.5707966852574042
1747606940.8741395,3.000000013604194,-0.7802727061227565,1.5707954729953904
1747606940.8843317,3.00000001414295,-0.78027269414086,1.570796685465207
1747606940.8990533,3.0000000136571257,-0.780272705935131,1.570795473203193
1747606940.9029431,3.0000000141958814,-0.7802726939532344,1.5707966856730102
1747606940.9130905,3.000000013710057,-0.7802727057475054,1.5707954734109957
1747606940.925492,3.0000000142488132,-0.7802726937656089,1.5707966858808124
1747606940.9339094,3.0000000137629885,-0.7802727055598799,1.5707954736187983
1747606940.9457052,3.0000000143017447,-0.7802726935779835,1.5707966860886158
1747606940.9548197,3.0000000138159204,-0.7802727053722548,1.570795473826601
1747606940.9619772,3.000000014354676,-0.7802726933903583,1.5707966862964187
1747606940.9718037,3.000000013868852,-0.7802727051846294,1.5707954740344048
1747606940.9822106,3.0000000144076076,-0.780272693202733,1.570796686504221
1747606940.9926095,3.0000000139217833,-0.780272704997004,1.570795474242207
1747606941.0024712,3.0000000144605394,-0.7802726930151076,1.5707966867120238
1747606941.0130012,3.000000013974715,-0.7802727048093786,1.57079547445001
1747606941.0240202,3.000000014513471,-0.7802726928274822,1.5707966869198267
1747606941.033135,3.0000000140276466,-0.7802727046217534,1.5707954746578134
1747606941.0449996,3.0000000145664023,-0.7802726926398569,1.5707966871276293
1747606941.054606,3.000000014080578,-0.7802727044341279,1.5707954748656154
1747606941.0648046,3.0000000146193337,-0.7802726924522314,1.5707966873354322
1747606941.072748,3.0000000141335095,-0.7802727042465023,1.5707954750734188
1747606941.081749,3.0000000146722656,-0.7802726922646059,1.5707966875432349
1747606941.0962663,3.0000000141864414,-0.7802727040588767,1.5707954752812214
1747606941.103249,3.000000014725197,-0.7802726920769801,1.5707966877510382
1747606941.1138828,3.000000014239373,-0.7802727038712512,1.5707954754890245
1747606941.12381,3.0000000147781285,-0.7802726918893548,1.570796687958841
1747606941.1348844,3.0000000142923042,-0.7802727036836257,1.5707954756968272
1747606941.144702,3.0000000148310604,-0.7802726917017292,1.570796688166644
1747606941.1544983,3.000000014345236,-0.7802727034960001,1.57079547590463
1747606941.165583,3.000000014883992,-0.7802726915141038,1.5707966883744464
1747606941.1748981,3.0000000143981675,-0.7802727033083748,1.570795476112433
1747606941.1817691,3.000000014936923,-0.7802726913264785,1.5707966885822493
1747606941.1919537,3.0000000144510985,-0.7802727031207496,1.5707954763202356
1747606941.2025409,3.000000014989854,-0.7802726911388532,1.570796688790052
1747606941.2123432,3.00000001450403,-0.7802727029331242,1.5707954765280392
1747606941.2229261,3.0000000150427857,-0.7802726909512279,1.5707966889978549
1747606941.2327452,3.000000014556962,-0.7802727027454989,1.5707954767358419
1747606941.2431183,3.000000015095717,-0.7802726907636023,1.5707966892056575
1747606941.2532177,3.0000000146098933,-0.7802727025578733,1.5707954769436445
1747606941.2638822,3.0000000151486486,-0.7802726905759769,1.5707966894134602
1747606941.2739437,3.0000000146628247,-0.7802727023702478,1.5707954771514474
1747606941.2839582,3.0000000152015804,-0.7802726903883515,1.5707966896212635
1747606941.3018491,3.0000000147157566,-0.7802727021826226,1.5707954773592503
1747606941.3065872,3.000000015254512,-0.7802726902007261,1.5707966898290662
1747606941.3136122,3.000000014768688,-0.7802727019949971,1.570795477567053
1747606941.323475,3.0000000153074433,-0.7802726900131005,1.5707966900368693
1747606941.3336327,3.0000000148216195,-0.7802727018073714,1.570795477774856
1747606941.3438838,3.0000000153603747,-0.7802726898254749,1.5707966902446717
1747606941.354186,3.000000014874551,-0.7802727016197459,1.5707954779826594
1747606941.364409,3.0000000154133066,-0.7802726896378496,1.5707966904524744
1747606941.374535,3.000000014927483,-0.7802727014321204,1.570795478190462
1747606941.3846233,3.000000015466238,-0.7802726894502242,1.5707966906602773
1747606941.396166,3.0000000149804142,-0.780272701244495,1.5707954783982647
1747606941.4017441,3.0000000155191695,-0.780272689262599,1.57079669086808
1747606941.4120424,3.0000000150333457,-0.78027270105687,1.5707954786060678
1747606941.422593,3.0000000155721014,-0.7802726890749735,1.5707966910758835
1747606941.4354138,3.000000015086277,-0.7802727008692444,1.5707954788138707
1747606941.4441078,3.000000015625033,-0.7802726888873481,1.570796691283686
1747606941.453917,3.000000015139209,-0.780272700681619,1.5707954790216734
1747606941.4643261,3.0000000156779643,-0.7802726886997228,1.570796691491489
1747606941.4744492,3.0000000151921404,-0.7802727004939937,1.570795479229476
1747606941.4846327,3.0000000157308957,-0.7802726885120975,1.5707966916992915
1747606941.5010457,3.000000015245072,-0.7802727003063683,1.5707954794372794
1747606941.505119,3.0000000157838276,-0.7802726883244718,1.5707966919070944
1747606941.5125296,3.0000000152980038,-0.7802727001187426,1.5707954796450823
1747606941.5217578,3.000000015836759,-0.7802726881368464,1.5707966921148975
1747606941.5322442,3.000000015350935,-0.7802726999311173,1.5707954798528851
1747606941.5424592,3.0000000158896905,-0.780272687949221,1.5707966923226997
1747606941.5525503,3.0000000154038666,-0.7802726997434918,1.5707954800606878
1747606941.5631123,3.000000015942622,-0.7802726877615958,1.5707966925305024
1747606941.5731025,3.000000015456798,-0.7802726995558665,1.5707954802684911
