time,dr_imu_x,dr_imu_y,dr_imu_theta
1747685996.4075143,[1.87082182],[2.57036348],[1.22499207]
1747685996.6078951,[1.87742773],[2.58817157],[1.21524587]
1747685996.7978008,[1.88542725],[2.60758059],[1.16146302]
1747685997.0130038,[1.89331421],[2.6248601],[1.11993573]
1747685997.212099,[1.90238348],[2.64267975],[1.0794567]
1747685997.4032981,[1.91274222],[2.66094088],[1.03870182]
1747685997.6813023,[1.92267412],[2.67713258],[0.99970371]
1747685997.8129354,[1.93384422],[2.6937168],[0.95933338]
1747685997.9982004,[1.94564285],[2.70985825],[0.91741558]
1747685998.1978586,[1.95875054],[2.72625702],[0.87415558]
1747685998.411711,[1.97191301],[2.74130701],[0.85279172]
1747685998.6061223,[1.98495939],[2.75511183],[0.79263298]
1747685998.7988877,[1.99924678],[2.76909906],[0.75331747]
1747685999.00708,[2.01483413],[2.78316301],[0.71588936]
1747685999.2053876,[2.03015491],[2.79600953],[0.67911656]
1747685999.4140759,[2.04582701],[2.80842701],[0.66719897]
1747685999.5963907,[2.06074918],[2.82018162],[0.66721796]
1747685999.8058102,[2.07645655],[2.83255494],[0.66721955]
1747686000.103476,[2.0921639],[2.84492822],[0.66721933]
1747686000.218998,[2.10630052],[2.85606417],[0.66721901]
1747686000.409806,[2.12357862],[2.86967477],[0.6672187]
1747686000.5996554,[2.14007136],[2.8826667],[0.66721837]
1747686000.8138347,[2.15499338],[2.89442133],[0.66721869]
1747686001.0179536,[2.17148621],[2.90741335],[0.66721861]
1747686001.2191222,[2.18719369],[2.9197867],[0.66721845]
1747686001.4198356,[2.20368653],[2.93277871],[0.6672183]
1747686001.5934122,[2.21860863],[2.9445334],[0.66721822]
1747686001.821405,[2.23353074],[2.95628808],[0.66721805]
1747686002.0094416,[2.24923815],[2.96866135],[0.66721729]
1747686002.2975645,[2.2657309],[2.98165327],[0.6672171]
1747686002.5027864,[2.28143828],[2.99402652],[0.66721676]
1747686002.6433632,[2.2842185],[3.01114491],[0.66745476]
1747686002.803379,[2.29835443],[3.02228175],[0.66722225]
1747686003.0083625,[2.31484759],[3.03527321],[0.66721633]
1747686003.2316556,[2.33055509],[3.04764652],[0.66721618]
1747686003.4173481,[2.34626259],[3.06001984],[0.66721603]
1747686003.6067235,[2.36118472],[3.07177449],[0.66721595]
1747686003.8087895,[2.37767759],[3.08476646],[0.6672157]
1747686004.1085868,[2.39259975],[3.09652111],[0.66721555]
1747686004.2069576,[2.40280958],[3.10456372],[0.66721496]
1747686004.4361558,[2.4254108],[3.12236739],[0.66721446]
1747686004.6113255,[2.44111822],[3.13474059],[0.66721417]
1747686004.8197043,[2.45604026],[3.14649514],[0.66721392]
1747686005.0108664,[2.47253306],[3.15948699],[0.66721363]
1747686005.2302032,[2.48824052],[3.17186021],[0.66721376]
1747686005.4031775,[2.50316286],[3.18361497],[0.66721395]
1747686005.6164653,[2.51965599],[3.1966071],[0.66721401]
1747686005.9768553,[2.53536374],[3.20898056],[0.66721405]
1747686006.0528193,[2.53536374],[3.20898056],[0.66721409]
1747686006.208784,[2.56557502],[3.23201511],[0.64351716]
1747686006.4354706,[2.58323765],[3.24512006],[0.62321718]
1747686006.617068,[2.59875781],[3.25607163],[0.60180819]
1747686006.8271303,[2.61535727],[3.26721916],[0.58006773]
1747686007.0163162,[2.63308183],[3.27847136],[0.57026159]
1747686007.2313902,[2.64930685],[3.28834779],[0.54787698]
1747686007.4246693,[2.66766375],[3.29853284],[0.49314755]
1747686007.6155221,[2.68541811],[3.30771831],[0.45482983]
1747686007.909167,[2.70354153],[3.31616093],[0.41800959]
1747686008.0263402,[2.72110086],[3.32340303],[0.38083975]
1747686008.237568,[2.73977537],[3.33053921],[0.36347246]
1747686008.4083798,[2.75980738],[3.33680281],[0.28236544]
1747686008.621612,[2.77815292],[3.34169701],[0.25370043]
1747686008.8296688,[2.79876675],[3.34565006],[0.16260453]
1747686009.0140996,[2.81860112],[3.34812356],[0.1022937]
1747686009.2222705,[2.8395265],[3.34974432],[0.04474769]
1747686009.427935,[2.85951618],[3.34998707],[-0.01522135]
1747686009.6140158,[2.87748565],[3.34906416],[-0.07517429]
1747686009.9196358,[2.89836893],[3.34694451],[-0.13451106]
1747686010.0713143,[2.91022042],[3.34508923],[-0.19633271]
1747686010.2039206,[2.93443734],[3.33888477],[-0.21336481]
1747686010.4466476,[2.95667016],[3.33302148],[-0.26510525]
1747686010.6385574,[2.97596868],[3.32779339],[-0.26509556]
1747686010.8422196,[2.99430076],[3.32281993],[-0.2649716]
1747686011.1509414,[3.01456279],[3.31732185],[-0.26497126]
1747686011.2195563,[3.01456279],[3.31732185],[-0.26042105]
1747686011.42196,[3.04781232],[3.3286023],[-0.26494009]
1747686011.6167347,[3.06710692],[3.32335777],[-0.26497004]
1747686011.909777,[3.08640354],[3.31812156],[-0.26497074]
1747686012.0576704,[3.09991106],[3.31445626],[-0.26497202]
1747686012.2400222,[3.12596103],[3.30738754],[-0.26497148]
1747686012.4244967,[3.14525732],[3.30215147],[-0.26497107]
1747686012.617264,[3.1635888],[3.29717719],[-0.26497063]
1747686012.8187504,[3.18384998],[3.29167931],[-0.2649697]
1747686013.0194883,[3.20218167],[3.28670502],[-0.26496802]
1747686013.2239747,[3.2214785],[3.28146886],[-0.26496802]
1747686013.4465463,[3.24174037],[3.27597084],[-0.26496791]
1747686013.7536006,[3.26007268],[3.2709964],[-0.26496782]
1747686013.8816977,[3.26103755],[3.27073459],[-0.26496774]
1747686014.039521,[3.29866672],[3.26052398],[-0.26496849]
1747686014.2446318,[3.31892802],[3.25502608],[-0.26496909]
1747686014.4474792,[3.33725273],[3.25002538],[-0.27465019]
1747686014.62692,[3.35643581],[3.24438804],[-0.29656372]
1747686014.8333957,[3.37549235],[3.23833693],[-0.3184039]
1747686015.0358558,[3.39533172],[3.23147136],[-0.32758678]
1747686015.3202605,[3.41411595],[3.2246222],[-0.36004504]
1747686015.4700499,[3.42612583],[3.21965572],[-0.39267542]
1747686015.6079388,[3.44968905],[3.20868722],[-0.43531325]
1747686015.8140397,[3.46778488],[3.20018568],[-0.45185945]
1747686016.0116973,[3.48541562],[3.19075682],[-0.4880899]
1747686016.214095,[3.50273379],[3.18076673],[-0.546696]
1747686016.446338,[3.52042626],[3.16946647],[-0.56660722]
1747686016.639543,[3.53765208],[3.15746636],[-0.58915391]
1747686016.9492638,[3.55272041],[3.1459027],[-0.64849092]
1747686017.0304306,[3.55272041],[3.1459027],[-0.67344015]
1747686017.255714,[3.58197827],[3.11866105],[-0.73035351]
1747686017.4126024,[3.59593727],[3.10576944],[-0.75736297]
1747686017.6274612,[3.61035837],[3.09051154],[-0.8150434]
1747686017.839378,[3.62410978],[3.07464799],[-0.87521634]
1747686018.0499244,[3.63529208],[3.06054944],[-0.90105901]
1747686018.260864,[3.64774645],[3.04490595],[-0.90102595]
1747686018.5463462,[3.66017004],[3.02923827],[-0.90056181]
1747686018.6387315,[3.66203325],[3.02688789],[-0.90056046]
1747686018.859519,[3.68501148],[2.99789838],[-0.90056033]
1747686019.0337827,[3.69743217],[2.98222833],[-0.90055949]
1747686019.2289119,[3.70985299],[2.96655812],[-0.88907516]
1747686019.590896,[3.72356921],[2.95065693],[-0.86242339]
1747686019.6842482,[3.72356921],[2.95065693],[-0.81796352]
1747686019.852841,[3.73109403],[2.95210643],[-0.74234141]
1747686020.1477084,[3.75856402],[2.93043401],[-0.63392465]
1747686020.234665,[3.75937073],[2.92984339],[-0.61305754]
1747686020.4423954,[3.79080308],[2.91033828],[-0.52374297]
1747686020.644437,[3.80745042],[2.90118752],[-0.47414546]
1747686020.860897,[3.82734738],[2.89178724],[-0.42973752]
1747686021.027588,[3.84479907],[2.88428385],[-0.38670991]
1747686021.2664526,[3.86350553],[2.87721008],[-0.37023174]
1747686021.4646146,[3.88342581],[2.87057161],[-0.31154516]
1747686021.7464755,[3.90061614],[2.86524529],[-0.30105253]
1747686021.8686752,[3.91029059],[2.86269591],[-0.27785495]
1747686022.0676024,[3.93749932],[2.85608413],[-0.24231332]
1747686022.2669044,[3.95998812],[2.85125915],[-0.2036958]
1747686022.4815435,[3.97960969],[2.84739011],[-0.18306875]
1747686022.661234,[3.99931389],[2.84395735],[-0.16382434]
1747686022.8755615,[4.01910483],[2.8410562],[-0.14645009]
1747686023.1333182,[4.03890235],[2.83824546],[-0.14104023]
1747686023.2771308,[4.04089962],[2.83808878],[-0.1215358]
1747686023.4786747,[4.07567377],[2.83417899],[-0.11089996]
1747686023.6705613,[4.09956679],[2.83194697],[-0.09257881]
1747686023.8532631,[4.11848751],[2.83025572],[-0.08280277]
1747686024.044514,[4.13842786],[2.82875269],[-0.07435358]
1747686024.2432506,[4.15837168],[2.82730761],[-0.06645502]
1747686024.4322917,[4.17832825],[2.82604478],[-0.06621104]
1747686024.71159,[4.19829332],[2.82492311],[-0.05340405]
1747686024.8691814,[4.2152725],[2.8241399],[-0.04834682]
1747686025.0285664,[4.237246],[2.82315446],[-0.04267261]
1747686025.2464733,[4.25722651],[2.82236302],[-0.03832046]
1747686025.434681,[4.27720875],[2.82161779],[-0.03439117]
1747686025.6291203,[4.29819365],[2.82093575],[-0.03081374]
1747686025.8784647,[4.31818207],[2.82037933],[-0.02936948]
1747686026.0434465,[4.33917113],[2.81984882],[-0.02474491]
1747686026.3461697,[4.35716244],[2.81941985],[-0.02217997]
1747686026.4549983,[4.35716244],[2.81941985],[-0.02195792]
1747686026.666228,[4.398146],[2.818591],[-0.01782269]
1747686026.8666334,[4.41714033],[2.81830759],[-0.01608604]
1747686027.0564828,[4.43813377],[2.81799417],[-0.01442029]
1747686027.2428734,[4.45812786],[2.81771957],[-0.01298378]
1747686027.450686,[4.47912231],[2.81747502],[-0.01167924]
1747686027.867128,[4.49711688],[2.81721977],[-0.01130676]
1747686027.9863226,[4.49711688],[2.81721977],[-0.01058729]
1747686028.1723835,[4.43369306],[2.81486817],[-0.01006926]
1747686028.2677338,[4.43369306],[2.81486817],[-0.01006926]
1747686028.4747503,[4.45964065],[2.81453085],[-0.00852272]
1747686028.706671,[4.49862154],[2.8137132],[-0.00841667]
1747686028.8684027,[4.51264328],[2.81434229],[-0.0073197]
1747686029.1713197,[4.56161037],[2.81299379],[-0.00701394]
1747686029.2795265,[4.56161037],[2.81299379],[-0.00673673]
1747686029.4578319,[4.60064439],[2.81376191],[-0.00586441]
1747686029.645073,[4.62163961],[2.81357627],[-0.00531114]
1747686029.8741462,[4.64163463],[2.81337731],[-0.00509872]
1747686030.0445406,[4.66263453],[2.8134692],[-0.00479257]
1747686030.274142,[4.68162869],[2.81321403],[-0.00452499]
1747686030.4751859,[4.69129608],[2.81332594],[-0.00369584]
1747686030.7718978,[4.69129609],[2.81332597],[-0.00293997]
1747686030.8987112,[4.69129609],[2.81332597],[-0.00293707]
1747686031.0529375,[4.69129609],[2.81332597],[-0.00291811]
1747686031.2468932,[4.69129609],[2.81332597],[-0.0029177]
1747686031.448342,[4.69129609],[2.81332597],[-0.00291788]
1747686031.6670911,[4.69129609],[2.81332597],[-0.00291788]
1747686031.8199208,[4.69129609],[2.81332597],[-0.00291716]
1747686032.057039,[4.69129609],[2.81332597],[-0.00291783]
1747686032.2941074,[4.67396741],[2.81337631],[-0.00290729]
1747686032.5364444,[4.65497323],[2.81343156],[-0.00290722]
1747686032.6491203,[4.65297384],[2.81343737],[-0.00290592]
1747686032.856164,[4.6149852],[2.81354785],[-0.0029106]
1747686033.0746763,[4.5939913],[2.81360897],[-0.0029146]
1747686033.2358804,[4.57699623],[2.81365853],[-0.00291868]
1747686033.4462066,[4.55400289],[2.81372571],[-0.00292204]
1747686033.6434186,[4.53400836],[2.81378413],[-0.00292188]
1747686033.9630144,[4.51401412],[2.81384255],[-0.00291981]
1747686034.0747807,[4.50801587],[2.81386006],[-0.0029163]
1747686034.2791557,[4.47402573],[2.81395904],[-0.00291152]
1747686034.4374185,[4.45403154],[2.81401725],[-0.00290742]
1747686034.6468623,[4.43403767],[2.81407537],[-0.00290731]
1747686034.8332386,[4.41504352],[2.81413057],[-0.00290705]
1747686035.0757887,[4.4140438],[2.81413347],[-0.00290267]
1747686035.369859,[4.4140438],[2.81413347],[-0.0029025]
1747686035.4810486,[4.4140438],[2.81413347],[-0.0029025]
1747686035.6706161,[4.4140438],[2.81413347],[-0.0029025]
1747686035.8347747,[4.4140438],[2.81413347],[-0.00290286]
1747686036.0591853,[4.4140438],[2.81413347],[-0.00290251]
1747686036.2348433,[4.4140438],[2.81413347],[-0.00290243]
1747686036.4659035,[4.4140438],[2.81413347],[-0.00290259]
1747686036.7154768,[4.4140438],[2.81413347],[-0.00290252]
1747686036.8618274,[4.4140438],[2.81413347],[-0.00290252]
1747686037.0646536,[4.4140438],[2.81413347],[-0.00290252]
1747686037.2238302,[4.4140438],[2.81413347],[-0.00290247]
1747686037.420862,[4.4140438],[2.81413347],[-0.00290254]
1747686037.639076,[4.4140438],[2.81413347],[-0.00290251]
1747686037.8230839,[4.41404249],[2.81413348],[-0.01345337]
1747686038.1585011,[4.41404153],[2.8141335],[-0.03375197]
1747686038.2669842,[4.41404153],[2.8141335],[-0.03443767]
1747686038.446274,[4.41404239],[2.81413345],[-0.07099768]
1747686038.6332223,[4.4140426],[2.81413344],[-0.0750237]
1747686038.8342073,[4.41404279],[2.81413342],[-0.10724122]
1747686039.0430279,[4.41404291],[2.8141334],[-0.12549394]
1747686039.247078,[4.41404299],[2.81413339],[-0.14400622]
1747686039.5580995,[4.4140429],[2.81413341],[-0.16988778]
1747686039.672539,[4.4140429],[2.81413341],[-0.18538449]
1747686039.8519886,[4.41404277],[2.81413344],[-0.24477313]
1747686040.055516,[4.41404263],[2.81413348],[-0.26014261]
1747686040.249996,[4.41404243],[2.81413354],[-0.31734793]
1747686040.4380867,[4.4140422],[2.81413362],[-0.35395598]
1747686040.641181,[4.41404194],[2.81413372],[-0.39126187]
1747686040.941219,[4.41404165],[2.81413385],[-0.4278454]
1747686041.0467312,[4.41404165],[2.81413385],[-0.43077918]
1747686041.257429,[4.41404116],[2.8141341],[-0.50186017]
1747686041.4524841,[4.41404085],[2.81413428],[-0.53839801]
1747686041.6706545,[4.41404088],[2.81413426],[-0.53928883]
1747686041.8493369,[4.41404088],[2.81413426],[-0.53779468]
1747686042.1798527,[4.41404088],[2.81413426],[-0.53778725]
1747686042.262064,[4.41404088],[2.81413426],[-0.53778721]
1747686042.4465055,[4.41404088],[2.81413426],[-0.53778634]
1747686042.6373594,[4.41404088],[2.81413426],[-0.53778564]
1747686042.8635285,[4.4140409],[2.81413425],[-0.53778518]
1747686043.08571,[4.42491645],[2.80764707],[-0.53784097]
1747686043.2781901,[4.44293543],[2.79687172],[-0.53863725]
1747686043.5578666,[4.45924071],[2.78712613],[-0.53869332]
1747686043.66328,[4.46267339],[2.78507452],[-0.53869641]
1747686043.8383033,[4.49442598],[2.76609739],[-0.53869567]
1747686044.0369022,[4.51073123],[2.75635241],[-0.53869448]
1747686044.2534807,[4.52789452],[2.74609466],[-0.53869409]
1747686044.4386158,[4.54591599],[2.73532402],[-0.53869409]
1747686044.758027,[4.56307954],[2.72506613],[-0.53869408]
1747686044.8415906,[4.56307954],[2.72506613],[-0.53869408]
1747686045.098899,[4.59654854],[2.70506312],[-0.53869527]
1747686045.2598977,[4.61199605],[2.69583083],[-0.53869519]
1747686045.4795825,[4.63173452],[2.68403399],[-0.53869518]
1747686045.671354,[4.64790468],[2.67406654],[-0.54578684]
1747686045.8453748,[4.66557017],[2.66272289],[-0.57879844]
1747686046.1507883,[4.68138791],[2.65220698],[-0.60718835]
1747686046.2843525,[4.69275465],[2.6440382],[-0.60718835]
1747686046.4587753,[4.71050861],[2.62941153],[-0.6626525]
1747686046.636545,[4.72878098],[2.61386713],[-0.68954093]
1747686046.8505316,[4.74276397],[2.60101342],[-0.76817217]
1747686047.0628548,[4.75742165],[2.58598248],[-0.78144431]
1747686047.241854,[4.77008406],[2.57183003],[-0.87474529]
1747686047.5379384,[4.78241913],[2.55609577],[-0.93848617]
1747686047.679898,[4.78989753],[2.54546587],[-0.99948742]
1747686047.8501534,[4.8031715],[2.52196415],[-1.0682796]
1747686048.09015,[4.81290924],[2.50343645],[-1.06976396]
1747686048.2768462,[4.82101574],[2.48416741],[-1.21554542]
1747686048.4496474,[4.82652061],[2.46599106],[-1.240569]
1747686048.7490246,[4.83126342],[2.44658311],[-1.30857926]
1747686048.8583803,[4.83156887],[2.44562661],[-1.37103964]
1747686049.0633123,[4.83466016],[2.40779597],[-1.41604037]
1747686049.2873313,[4.83558313],[2.38686258],[-1.59529176]
1747686049.4509177,[4.83526718],[2.36787091],[-1.59404516]
1747686049.640837,[4.8348135],[2.3478822],[-1.59403884]
1747686049.9682176,[4.83432829],[2.32689446],[-1.5939467]
1747686050.0634205,[4.83432829],[2.32689446],[-1.59394686]
1747686050.257333,[4.83347184],[2.28991549],[-1.59395131]
1747686050.472526,[4.83296249],[2.26792795],[-1.59395585]
1747686050.6474335,[4.83249937],[2.24793928],[-1.59396024]
1747686050.8720403,[4.83203616],[2.22795016],[-1.5939654]
1747686051.0300262,[4.83164244],[2.21095948],[-1.59396367]
1747686051.3269587,[4.83110986],[2.18797252],[-1.59395977]
1747686051.457223,[4.83101723],[2.18397477],[-1.59395679]
1747686051.6458235,[4.83018395],[2.14799517],[-1.59395503]
1747686051.832256,[4.82972101],[2.12800669],[-1.59395033]
1747686052.1608508,[4.82923498],[2.10701897],[-1.5939498]
1747686052.2550595,[4.82923498],[2.10701897],[-1.59420875]
1747686052.600905,[4.58007635],[2.09347751],[-1.59407878]
1747686052.7087107,[4.58007635],[2.09347751],[-1.59396453]
1747686052.8755949,[4.57924444],[2.05749792],[-1.59396834]
1747686053.0711696,[4.57852635],[2.026515],[-1.59396879]
1747686053.2465098,[4.57810945],[2.00852491],[-1.59396696]
1747686053.4694884,[4.57764627],[1.98853626],[-1.59396306]
1747686053.761567,[4.57716001],[1.96754817],[-1.59396171]
1747686053.860184,[4.57716001],[1.96754817],[-1.59396171]
1747686054.062168,[4.57639609],[1.93456693],[-1.59395304]
1747686054.2778106,[4.57579424],[1.90858214],[-1.59395249]
1747686054.433059,[4.5753081],[1.88759411],[-1.59395783]
1747686054.6662707,[4.57486815],[1.86860489],[-1.59395929]
1747686054.933695,[4.57440498],[1.84861622],[-1.59396659]
1747686055.053187,[4.57428916],[1.84361905],[-1.59396974]
1747686055.239137,[4.57347831],[1.80863841],[-1.59397107]
1747686055.4774196,[4.57301503],[1.78864942],[-1.59397107]
1747686055.6536584,[4.57252865],[1.76766135],[-1.59396738]
1747686055.8742492,[4.57204232],[1.74667324],[-1.59396163]
1747686056.164397,[4.57162554],[1.72868344],[-1.59395781]
1747686056.3061166,[4.57157924],[1.72668457],[-1.5939576]
1747686056.4752471,[4.57104678],[1.70369786],[-1.59395621]
1747686056.6507223,[4.57049112],[1.67971182],[-1.59396093]
1747686056.8340068,[4.56977316],[1.64872941],[-1.59396105]
1747686057.063081,[4.56928678],[1.62774129],[-1.59396982]
1747686057.3510594,[4.56866014],[1.60775588],[-1.59445652]
1747686057.477746,[4.56866014],[1.60775588],[-1.61346713]
1747686057.6556494,[4.56654964],[1.57683765],[-1.62489089]
1747686057.8673005,[4.56385877],[1.54696952],[-1.67043243]
1747686058.0487077,[4.56183808],[1.52908941],[-1.68989045]
1747686058.2611384,[4.55900329],[1.50728067],[-1.70981653]
1747686058.5909746,[4.55621276],[1.48849337],[-1.72959561]
1747686058.7518911,[4.55334329],[1.47174144],[-1.75864614]
1747686058.8838277,[4.55211293],[1.46586795],[-1.75941638]
1747686059.0825934,[4.54396402],[1.42978795],[-1.79052172]
1747686059.2640665,[4.54145785],[1.41736946],[-1.80436822]
1747686059.4509535,[4.54145334],[1.41737053],[-1.80445461]
1747686059.766356,[4.54145334],[1.41737053],[-1.80445496]
1747686059.8847666,[4.54145334],[1.41737053],[-1.80446027]
1747686060.0614648,[4.54145334],[1.41737053],[-1.80446095]
1747686060.2714732,[4.54145334],[1.41737053],[-1.80446115]
1747686060.4871264,[4.54145334],[1.41737053],[-1.80446116]
1747686060.6576707,[4.54145334],[1.41737053],[-1.8044615]
1747686060.930166,[4.54145334],[1.41737053],[-1.80446168]
1747686061.104719,[4.54145334],[1.41737053],[-1.80446189]
1747686061.2561421,[4.54145334],[1.41737053],[-1.80446193]
1747686061.4577093,[4.54145334],[1.41737053],[-1.80446224]
1747686061.6477654,[4.54145334],[1.41737053],[-1.8044624]
1747686061.8584986,[4.54145334],[1.41737053],[-1.80446256]
1747686062.147157,[4.53913594],[1.40764695],[-1.80533743]
1747686062.3099403,[4.5356466],[1.39306288],[-1.80536225]
1747686062.4430127,[4.53216086],[1.37847795],[-1.80538265]
1747686062.6590257,[4.52518964],[1.34930806],[-1.80538281]
1747686062.949448,[4.52030978],[1.32888902],[-1.8053811]
1747686063.0605202,[4.5219473],[1.32480786],[-1.8053811]
1747686063.3887095,[4.51358377],[1.28980229],[-1.80536561]
1747686063.5160391,[4.51358377],[1.28980229],[-1.80537693]
1747686063.6788547,[4.51079515],[1.27813428],[-1.80537695]
1747686063.8827481,[4.50289445],[1.24507433],[-1.80537845]
1747686064.0580401,[4.49778225],[1.22368287],[-1.80537974]
1747686064.381388,[4.49034629],[1.19256806],[-1.80537977]
1747686064.510121,[4.49034629],[1.19256806],[-1.805381]
1747686064.6681325,[4.48755783],[1.18090002],[-1.80538213]
1747686064.8990352,[4.47942484],[1.14686864],[-1.80538043]
1747686065.0719905,[4.47593929],[1.13228368],[-1.80537846]
1747686065.2636523,[4.4687359],[1.10214141],[-1.80537668]
1747686065.6166892,[4.46246199],[1.07588847],[-1.80537491]
1747686065.7704887,[4.46106776],[1.07005449],[-1.80537395]
1747686065.9282403,[4.46037066],[1.06713748],[-1.80537423]
1747686066.0806801,[4.45688513],[1.05255234],[-1.80537549]
1747686066.2790031,[4.44875216],[1.01852044],[-1.80537707]
1747686066.4597108,[4.4394573],[0.9796269],[-1.80537834]
1747686066.779888,[4.43434519],[0.95823545],[-1.80537954]
1747686066.9119413,[4.43411281],[0.95726312],[-1.80537956]
1747686067.0674148,[4.43248623],[0.95045684],[-1.80537879]
1747686067.24709,[4.42133265],[0.90378479],[-1.80537685]
1747686067.478341,[4.41598811],[0.88142105],[-1.80537404]
1747686067.7512653,[4.41157318],[0.8629466],[-1.80537233]
1747686067.8846266,[4.4113408],[0.86197427],[-1.80537182]
1747686068.0926902,[4.40413744],[0.8318313],[-1.80537183]
1747686068.2558365,[4.39763118],[0.80460588],[-1.80537261]
1747686068.5001054,[4.3927515],[0.78418689],[-1.80537467]
1747686068.6696615,[4.38880128],[0.76765724],[-1.80537593]
1747686068.962259,[4.38322442],[0.74432125],[-1.80537636]
1747686069.090307,[4.38299208],[0.74334894],[-1.80554937]
1747686069.2884274,[4.38237173],[0.74075618],[-1.80569677]
1747686069.5015788,[4.38237173],[0.74075618],[-1.80569748]
1747686069.6787574,[4.38237173],[0.74075618],[-1.80569592]
1747686070.0014925,[4.38237173],[0.74075618],[-1.80569416]
1747686070.1508958,[4.38237173],[0.74075618],[-1.80569405]
1747686070.2960372,[4.38237173],[0.74075618],[-1.80569405]
1747686070.5085053,[4.38237173],[0.74075618],[-1.80569206]
1747686070.7217371,[4.38237173],[0.74075618],[-1.80568724]
1747686070.8833468,[4.38237173],[0.74075618],[-1.8056855]
1747686071.1834896,[4.38237173],[0.74075618],[-1.80568361]
1747686071.3534675,[4.38237173],[0.74075618],[-1.80568186]
1747686071.517916,[4.38237173],[0.74075618],[-1.8056809]
1747686071.669598,[4.38237173],[0.74075618],[-1.8056807]
1747686071.8621657,[4.38237173],[0.74075618],[-1.80567881]
1747686072.1813228,[4.38237173],[0.74075618],[-1.80567574]
1747686072.30646,[4.38237173],[0.74075618],[-1.8056745]
1747686072.4616945,[4.38237173],[0.74075618],[-1.80567263]
1747686072.6894438,[4.38237173],[0.74075618],[-1.80567021]
1747686072.8716407,[4.38237173],[0.74075618],[-1.80566749]
1747686073.10539,[4.38237173],[0.74075618],[-1.80566574]
1747686073.384319,[4.38237173],[0.74075618],[-1.80566412]
1747686073.5056753,[4.38237173],[0.74075618],[-1.80566298]
1747686073.670037,[4.38237173],[0.74075618],[-1.80566054]
1747686073.8782656,[4.38237173],[0.74075618],[-1.8056605]
1747686074.1250427,[4.38237173],[0.74075618],[-1.80565808]
1747686074.3328192,[4.38237173],[0.74075618],[-1.80565687]
1747686074.596547,[4.38237173],[0.74075618],[-1.80565364]
1747686074.8415122,[4.38237173],[0.74075618],[-1.80565306]
1747686074.976217,[4.38237173],[0.74075618],[-1.80565221]
1747686075.1342487,[4.38237173],[0.74075618],[-1.80565028]
1747686075.2805982,[4.38237173],[0.74075618],[-1.80564711]
1747686075.4737835,[4.38237173],[0.74075618],[-1.80564482]
1747686075.7994676,[4.38237173],[0.74075618],[-1.8056439]
1747686075.9238172,[4.38237173],[0.74075618],[-1.80564304]
1747686076.0687296,[4.38237173],[0.74075618],[-1.80564108]
1747686076.275403,[4.38237173],[0.74075618],[-1.80563964]
1747686076.4761062,[4.38237173],[0.74075618],[-1.80563606]
1747686076.8105786,[4.38237173],[0.74075618],[-1.8056343]
1747686076.9375498,[4.38237173],[0.74075618],[-1.80563376]
1747686077.0550072,[4.38237173],[0.74075618],[-1.80563246]
1747686077.3204784,[4.38237173],[0.74075618],[-1.80563085]
1747686077.481284,[4.38237173],[0.74075618],[-1.8056274]
1747686077.813874,[4.38237173],[0.74075618],[-1.80562552]
1747686077.981239,[4.38237173],[0.74075618],[-1.80562552]
1747686078.101781,[4.38237173],[0.74075618],[-1.80562501]
1747686078.2917888,[4.38237173],[0.74075618],[-1.80562051]
1747686078.4872851,[4.38237173],[0.74075618],[-1.80561961]
1747686078.7161944,[4.38237173],[0.74075618],[-1.80561685]
1747686078.9706197,[4.38237173],[0.74075618],[-1.80561601]
1747686079.1126182,[4.38237173],[0.74075618],[-1.80561506]
1747686079.3253472,[4.38237173],[0.74075618],[-1.80561161]
1747686079.4950802,[4.38237173],[0.74075618],[-1.80561003]
1747686079.6656117,[4.38237173],[0.74075618],[-1.8056081]
1747686080.000974,[4.38237173],[0.74075618],[-1.80560746]
1747686080.1232924,[4.38237173],[0.74075618],[-1.80560633]
1747686080.3053503,[4.38237173],[0.74075618],[-1.80560303]
1747686080.4964318,[4.38237173],[0.74075618],[-1.8056011]
1747686080.7025244,[4.38237173],[0.74075618],[-1.80560105]
1747686080.9911175,[4.38237173],[0.74075618],[-1.80559858]
1747686081.1299605,[4.38237173],[0.74075618],[-1.80559714]
1747686081.2708888,[4.38237173],[0.74075618],[-1.80559605]
1747686081.5060885,[4.38237173],[0.74075618],[-1.80559368]
1747686081.693013,[4.38237173],[0.74075618],[-1.80559064]
1747686082.0193923,[4.38237173],[0.74075618],[-1.80558886]
1747686082.1815827,[4.38237173],[0.74075618],[-1.80558838]
1747686082.3707018,[4.38237173],[0.74075618],[-1.80558636]
1747686082.4907098,[4.38237173],[0.74075618],[-1.80558464]
1747686082.7177758,[4.38237173],[0.74075618],[-1.80558195]
1747686083.0232234,[4.38237173],[0.74075618],[-1.80558031]
1747686083.2266352,[4.38237173],[0.74075618],[-1.8055777]
1747686083.367985,[4.38237173],[0.74075618],[-1.80557679]
1747686083.4956486,[4.38237173],[0.74075618],[-1.80557614]
1747686083.7042706,[4.38237173],[0.74075618],[-1.80557335]
1747686083.9708152,[4.38237173],[0.74075618],[-1.80557141]
1747686084.1328456,[4.38237173],[0.74075618],[-1.80557093]
1747686084.2596495,[4.38237173],[0.74075618],[-1.80556828]
1747686084.484461,[4.38237173],[0.74075618],[-1.80556612]
1747686084.676937,[4.38237173],[0.74075618],[-1.8055655]
