time,slam_x,slam_y,slam_theta
1748812987.3723803,3.000000031071629,-0.7802726447982369,1.5707955755416085
1748812987.5442913,3.000000031071622,-0.780272644798223,1.570796586891905
1748812987.764687,3.0000000310716173,-0.7802726447982371,1.5707966045571011
1748812987.9412076,3.000000031071612,-0.7802726447982513,1.5707956999020671
1748812988.1627493,3.0000000310716053,-0.7802726447982372,1.5707955525441675
1748812988.3671505,3.000000031071597,-0.7802726442063429,1.570794366682368
1748812988.5659952,3.0000000310715897,-0.7802726442063287,1.5707955516254735
1748812988.7753031,3.0000000310715826,-0.7802726447982373,1.5707966183784607
1748812988.9450245,3.000000031071578,-0.7802726447982232,1.5707955781847982
1748812989.144992,3.0000000310715693,-0.7802726442063143,1.5707954176270482
1748812989.340882,3.0000000310715644,-0.7802726442063282,1.5707954375729154
1748812989.5459502,3.0000000310715578,-0.7802726447982372,1.5707957318483814
1748812989.7447252,3.0000000310715533,-0.7802726442063281,1.5707945342365814
1748812989.938876,3.0000000310715462,-0.7802726447982091,1.5707955712445718
1748812990.1393585,3.0000000310715396,-0.7802726447982233,1.5707966115950105
1748812990.350552,3.0000000310715347,-0.7802726442063279,1.5707945401889196
1748812990.5693731,3.0000000310715276,-0.780272644798195,1.5707955774733566
1748812990.7582333,3.0000000310715205,-0.7802726447981951,1.5707957263754349
1748812990.9731739,3.000000031071516,-0.7802726442063138,1.5707945463928847
1748812991.1593764,3.000000031071509,-0.7802726447982236,1.5707956000123497
1748812991.3473074,3.0000000310715023,-0.7802726442063137,1.5707955644647924
1748812991.5402565,3.0000000310714934,-0.7802726447981955,1.5707957546148996
1748812991.7887604,3.000000031071486,-0.7802726442063135,1.5707954661096457
1748812991.947277,3.0000000310714814,-0.7802726442062994,1.5707954695654318
1748812992.1385708,3.0000000310714765,-0.7802726447981815,1.5707956114791584
1748812992.3564043,3.0000000310714676,-0.7802726447981956,1.5707955939127978
1748812992.5467768,3.000000031071461,-0.7802726442063134,1.5707955769011557
1748812992.7443013,3.0000000351459564,-0.7779412473072624,1.5708077152218685
1748812992.9542835,3.000003301382374,-0.7569475573164437,1.5706471547868206
1748812993.1556396,3.000006401834,-0.7369535353697215,1.5706403477448696
1748812993.351768,3.0000095641663136,-0.716959580361919,1.570637944331901
1748812993.5522115,3.000012520937272,-0.6979652758731826,1.5706431753500472
1748812993.7470536,3.0000155409131835,-0.6779712559144292,1.570648213929765
1748812993.9745893,3.000018620371072,-0.6569775204745508,1.5706518153339886
1748812994.1465907,3.000021312376922,-0.6379832158738754,1.5706571450622804
1748812994.3447542,3.00002419512395,-0.6169894803562576,1.570661057430694
1748812994.5483418,3.000026754577368,-0.5979952180972058,1.570659244673868
1748812994.7502518,3.000029524190065,-0.578001196158881,1.5706552707740873
1748812994.9567468,3.000032522765927,-0.5570074582801623,1.5706512910542774
1748812995.1429582,3.000035320147704,-0.5380131522613791,1.5706466095198517
1748812995.3448396,3.000038490318407,-0.5170194382042117,1.5706436346834056
1748812995.5409074,3.0000414265586524,-0.4980251986207917,1.5706419625310248
1748812995.7456677,2.999953753642718,-0.47803026361322304,1.58453091123137
1748812995.9488046,2.9994652135200686,-0.457041511035852,1.6053419925368986
1748812996.1521223,2.9985842320101,-0.43706625804358096,1.6251940051172227
1748812996.352587,2.997315965485975,-0.4171119714658112,1.6445248444656642
1748812996.5499887,2.9957367568021693,-0.3981835284888271,1.6640424999901389
1748812996.858564,2.9936535363502705,-0.37612638110237684,1.6862165648515501
1748812996.9680786,2.9916801154673425,-0.360253401565937,1.7020638951896456
1748812997.1542358,2.9883564385079793,-0.3375023562282499,1.7262440366922958
1748812997.3487067,2.9850728079928404,-0.31778061661059814,1.7462512940219086
1748812997.5463781,2.981399436978953,-0.2981269922553575,1.765521237022114
1748812997.7513847,2.977368437122498,-0.2785432793553606,1.7836471746764826
1748812997.9481497,2.9727362695842143,-0.2580667073353776,1.8038742070115164
1748812998.1553597,2.967963138487459,-0.23865009860258632,1.8222788929243323
1748812998.346408,2.963068865690677,-0.2202965279160904,1.8420228157065952
1748812998.5421722,2.9575404852948974,-0.20108184707051485,1.8610599842568312
1748812998.7598948,2.9512825925400956,-0.18104256148715184,1.8848340979765854
1748812998.9495404,2.944899394046451,-0.16209492222242844,1.9068223243697529
1748812999.1562963,2.938116804139519,-0.14328642791912605,1.9274437338148565
1748812999.3493013,2.9312979450208863,-0.12555853685528667,1.9476042901122734
1748812999.5557244,2.923753458660219,-0.10704195400120031,1.9675463944964853
1748812999.7535899,2.9154555805182625,-0.0877570293279764,1.9873041082178002
1748812999.950146,2.9072080876280975,-0.0695425452563825,2.0057023842166597
1748813000.1507063,2.8990715811715475,-0.05237836181215226,2.023004184255886
1748813000.363409,2.890158313766425,-0.034480374298787,2.048496739554189
1748813000.5525582,2.8806636539018964,-0.016884749130276912,2.0855590815984506
1748813000.7598681,2.870385538403672,0.0002653174849179794,2.133007745817984
1748813001.037257,2.861521393955491,0.024112630114787245,2.179942528334948
1748813001.1639743,2.8496626784220402,0.04023032517171447,2.2213162795407784
1748813001.3481133,2.837867507629485,0.05511885142501883,2.2630628857280044
1748813001.5668979,2.824810870831711,0.07026190341642796,2.3034617373263253
1748813001.757858,2.811157204199024,0.08486901270435719,2.3434603012553676
1748813001.951845,2.796223687121284,0.099623083228802,2.383922933726677
1748813002.162379,2.781471606665329,0.11311999464946469,2.420773250248627
1748813002.357111,2.766985813779576,0.12540610328610535,2.4576780789449884
1748813002.5582914,2.7504579487553937,0.13835054323162374,2.4996979035633515
1748813002.7651968,2.734233261725609,0.15003457936926745,2.5377644386525753
1748813002.968368,2.716698028724903,0.1615769701332036,2.5818503424810517
1748813003.1574366,2.7004294812606986,0.17138098832837484,2.6172684665038646
1748813003.3575318,2.683819567434647,0.1805975154249046,2.6541260018289066
1748813003.5679338,2.6650814267969465,0.1900703665661542,2.695203192104298
1748813003.763659,2.647803144388168,0.19796012059063592,2.7332242588691087
1748813003.9630547,2.6283834766029366,0.20593544984434034,2.773247569938232
1748813004.157976,2.6095816949682056,0.21273114245406657,2.8177711262496716
1748813004.3655221,2.591458599929095,0.21841333073436384,2.859625350391203
1748813004.5665715,2.571177826390845,0.223830535656637,2.905097019620977
1748813004.8550708,2.551652938319773,0.2281221611511301,2.9485047988430395
1748813004.955927,2.531935029629902,0.23142672728362804,2.995752179839754
1748813005.2006838,2.517923056952416,0.2444618832891153,3.026411335455335
1748813005.3562984,2.4980171626288397,0.2464221815739928,3.04721091010384
1748813005.5635293,2.4781127143760813,0.24831895827853612,3.046255855964601
1748813005.751731,2.458208914407995,0.2502225217670689,3.0462391418875003
1748813005.9642854,2.4373101484720427,0.25222136686598295,3.046236976522429
1748813006.1661801,2.4174072766831505,0.2541249704698267,3.0462377800632963
1748813006.3634388,2.3975044004084967,0.2560285730728176,3.0462375719641956
1748813006.5616338,2.378596672196437,0.25783699798872295,3.0462384808073257
1748813006.7597685,2.358693794891442,0.2597405902471906,3.0462393301437634
1748813006.9503777,2.3387909178285216,0.2616441852053674,3.04623911308833
1748813007.1626103,2.317892370004365,0.26364299209552916,3.0462396438211163
1748813007.356757,2.2979885793092354,0.265546651908777,3.04623954673154
1748813007.569444,2.2770895957972908,0.26754549819528956,3.046239477359794
1748813007.765716,2.258180998571581,0.2693539789605817,3.0462393788980635
1748813007.9658332,2.238277208296996,0.2712576438019541,3.046239299212476
1748813008.1609294,2.2183736342590623,0.27316129306367154,3.0462376430340266
1748813008.3703249,2.1994659097621567,0.27496971072388016,3.046238341515105
1748813008.563929,2.1795630329310516,0.2768733074954305,3.0462386536591675
1748813008.7599099,2.1596601552703674,0.27877689580381104,3.046239494399921
1748813008.9601557,2.1397572779564613,0.2806804879644859,3.046239209490884
1748813009.170555,2.119854426888228,0.28258406935523905,3.045606202364554
1748813009.4355986,2.100820984202196,0.2846273662213076,3.030698877749878
1748813009.5639267,2.0810669195260516,0.2872067803726229,3.0065308532968036
1748813009.7637098,2.062267022837488,0.2899205346508322,2.988650271044272
1748813009.971695,2.042532952820634,0.29313728835881175,2.9701794602337097
1748813010.1576705,2.0228597322723916,0.2967072353537006,2.951878581955431
1748813010.3717551,2.002280448816483,0.30085643959612823,2.9322313029227702
1748813010.5760226,1.9827657235926612,0.3052067565087295,2.9105282420608196
1748813010.762621,1.9643213711715877,0.30974286617792407,2.8894824291551444
1748813010.9740417,1.9442634397359253,0.31513922810829553,2.8671668015433434
1748813011.1710615,1.924117055645021,0.32104238864842194,2.8455222287726185
1748813011.3746526,1.9050555624347691,0.3270797833720344,2.824661337843825
1748813011.5770407,1.887064200140857,0.33317276442495775,2.8047801058566204
1748813011.7918215,1.8682563410274466,0.33995886609372783,2.7849850805981875
1748813011.9785144,1.8495737235738643,0.3470835180273115,2.767167565651214
1748813012.185229,1.8301038757593755,0.3549389864061445,2.7485458406335557
1748813012.360763,1.8126255034496401,0.36237532189316934,2.7292427508506565
1748813012.5827875,1.7943841569088914,0.37056199673098683,2.709245235337334
1748813012.7767634,1.776310061536226,0.3791117549459924,2.6892532748304308
1748813012.9799404,1.7584065257331745,0.3880137178803974,2.6691712637079035
1748813013.1717763,1.7406954344578651,0.3972924425182158,2.6484334654586226
1748813013.3815389,1.7231851236256996,0.406946688194957,2.627033909828404
1748813013.5979524,1.7039053163846372,0.41360934024575424,2.6139901083623793
1748813013.770463,1.6868168695055838,0.4239826840250684,2.58585770247299
1748813013.9899452,1.6707632024070866,0.4341374101208819,2.567983094555198
1748813014.180866,1.6532491699328533,0.4457157644130708,2.5470351418088684
1748813014.3926628,1.6368005570473179,0.45708383607233005,2.526156839529032
1748813014.5881042,1.6205850997143727,0.46878226375624965,2.506149144489285
1748813014.7758489,1.605399958792866,0.4801940295541263,2.4871342509642553
1748813014.9863837,1.5888719010864767,0.49314002014666497,2.4661635394273858
1748813015.1732252,1.5733776649855786,0.5057784878850872,2.447243997109849
1748813015.3741093,1.5581261377018862,0.5187097127082457,2.428659602095406
1748813015.5854297,1.5438642217503293,0.5312575566580136,2.410333362608624
1748813015.7942848,1.5283956640746803,0.5454538578612496,2.38824110192088
1748813015.988134,1.5139385833916303,0.559267679847682,2.369102212080472
1748813016.1714568,1.5004608882677035,0.5726541028610562,2.3495702755719585
1748813016.3827305,1.4865621296633789,0.5870288145044983,2.3276473493749665
1748813016.5757458,1.4723109932828433,0.6024460702312885,2.3058293517051447
1748813016.805909,1.4577604164199893,0.6189394080466539,2.281883889536262
1748813016.969641,1.4461365753401842,0.6326771313585696,2.2645860028779468
1748813017.1773562,1.433561516297307,0.6482218271904245,2.2328976000117473
1748813017.3681867,1.4221515325648877,0.663407647623135,2.196192277278488
1748813017.5902684,1.4107361586259988,0.6798227921655222,2.1581968080630265
1748813017.8775666,1.3951944233795213,0.6948462647243403,2.132666591315115
1748813018.0094664,1.385217634439997,0.712338964197288,2.0864632906485543
1748813018.1784878,1.3757848377844593,0.7299710957069658,2.0433582918425435
1748813018.3908165,1.367466726171215,0.7470472405971487,2.002514395709353
1748813018.6008854,1.3590937987598062,0.766297641171957,1.9584733447323228
1748813018.7913663,1.3523984380682914,0.7840706990839494,1.9025412838622484
1748813019.0225923,1.3461597517861283,0.8041123131642147,1.8392248877819912
1748813019.2042687,1.3417662538222666,0.8225904488716222,1.7784844648310019
1748813019.3881433,1.3383151494028467,0.8422826243144683,1.7180988526389855
1748813019.588089,1.335904404677134,0.8621286705862508,1.659544663587258
1748813019.7833917,1.3346764631906207,0.8820774671936472,1.6021331467038278
1748813020.002468,1.334631553740372,0.9030668174021927,1.5420315918288858
1748813020.1877284,1.3356960265616071,0.922027762782007,1.482864810027476
1748813020.3879962,1.3381715890095152,0.9428709814143581,1.4195388356698804
1748813020.6119478,1.3415096823865595,0.9615673187449217,1.3636817911621275
1748813020.8133621,1.3464978404516688,0.9819591848364193,1.3067440678390378
1748813020.998803,1.3524563421096063,1.0010425505251106,1.23638477046663
1748813021.178142,1.3584208798045554,1.019076180591116,1.2442359842080042
1748813021.3884304,1.3651551422353094,1.0389610561719702,1.2442673144518528
1748813021.5730524,1.3715684895141362,1.0578989648441386,1.2442676325131963
1748813021.779819,1.3776611251327682,1.075889888239326,1.2442682376380938
1748813022.1602218,1.3679719937876602,1.094038699557969,1.254443845308419
1748813022.2670252,1.3751428657560802,1.1150521380779699,1.247653516784714
1748813022.408677,1.3809345408813634,1.1320900803092286,1.2442924341065595
1748813022.6013184,1.3873477155185927,1.1510281127510793,1.2442725248466875
1748813022.7987876,1.393440415490306,1.169019467639653,1.2442718787914715
1748813022.9782243,1.3998537866390177,1.1879577400013137,1.24427200250325
1748813023.1873558,1.4062671554508581,1.2068960131717212,1.2442721251290434
