time,slam_x,slam_y,slam_theta
1748813023.3896017,1.413001192161266,1.2267812030785752,1.2442722460286804
1748813023.6019464,1.4194144958957073,1.2457192604072924,1.244270874945385
1748813023.814077,1.425827776455874,1.2646571916628548,1.2442710460641901
1748813023.9906402,1.4319203497242847,1.2826481361611308,1.2442715596534029
1748813024.2002506,1.4386542374675384,1.3025328743867244,1.2442725532797982
1748813024.3918664,1.444746799960537,1.3205238225627403,1.2442724356820731
1748813024.5958674,1.4511600394756683,1.3394617600887988,1.2442736503601524
1748813024.7923226,1.4578939292181057,1.3593466694641294,1.2442751561889458
1748813024.9913094,1.4643072403847974,1.3782849640966037,1.2442751706240252
1748813025.2010167,1.4703999810846533,1.3962766271779332,1.2442752755331308
1748813025.4148939,1.4771340957106542,1.4161622533541383,1.2442753768308779
1748813025.589679,1.4835475340399635,1.43510094255333,1.244275490380398
1748813025.81233,1.4896401608718275,1.4530922657672671,1.244274597609856
1748813026.0095773,1.496053410431445,1.4720303287036134,1.24427443422509
1748813026.26339,1.5033354373092542,1.493097644754677,1.2530063155358104
1748813026.4165533,1.5097058672497865,1.5121795454793976,1.2529024635293584
1748813026.6005235,1.515876140906935,1.5301538880618777,1.2442898091335437
1748813026.8106005,1.5222892394065275,1.5490919233948397,1.2442772881162651
1748813027.005774,1.52870246384045,1.5680301276890016,1.2442785321710539
1748813027.2681003,1.535436489710975,1.5879156987307919,1.2442785049361342
1748813027.4224012,1.5421703964252969,1.6078009326084104,1.2442789130986533
1748813027.5942109,1.5482629801414776,1.625792328734889,1.2442787073350638
1748813027.8044372,1.554676221653272,1.6447306450166128,1.2442789261198095
1748813028.0279853,1.561089393714848,1.6636687370863028,1.2442779562978614
1748813028.182492,1.5671818902644,1.6816598143965036,1.2442776809757483
1748813028.3846407,1.573595002747082,1.7005976956942646,1.244278182539832
1748813028.6036873,1.5803287591630053,1.7204824783678023,1.244279042690426
1748813028.816197,1.586421198039404,1.7384734683829624,1.244279011362083
1748813029.0013149,1.5928343218434524,1.7574115053693424,1.2442811705938566
1748813029.190509,1.593155047554949,1.7583584065355105,1.2438627696180924
1748813029.407211,1.5931550475870333,1.7583584066291995,1.2438545150899647
1748813029.6118505,1.5931550459049884,1.7583584016690015,1.2438539633020893
1748813029.7904756,1.5931550475872178,1.7583584066296472,1.243854172395705
1748813029.9875877,1.5931550475872012,1.75835840662955,1.2438540547919978
1748813030.2112594,1.5931550475871836,1.758358406629453,1.2438541884201364
1748813030.3962307,1.5931550459050727,1.7583584016690652,1.24385350482952
1748813030.59138,1.593155047587311,1.758358406629731,1.2438537011866895
1748813030.803956,1.5931550459051143,1.7583584016690978,1.243853268065052
1748813031.0017693,1.5931550475873573,1.7583584066297737,1.2438534987294345
1748813031.1942842,1.5931550459052368,1.7583584016693656,1.243853324890126
1748813031.3933825,1.5931550475874035,1.7583584066298146,1.2438532225010648
1748813031.6184099,1.5931550459052384,1.7583584016692784,1.2438531275259004
1748813031.7927134,1.5931550475874097,1.758358406629738,1.2438529993912883
1748813032.0047636,1.593155047587473,1.7583584066298767,1.2438528832227407
1748813032.2964876,1.593155045905341,1.7583584016694445,1.243852740303575
1748813032.4034102,1.5931550459053545,1.7583584016694556,1.2438524051489093
1748813032.6087925,1.5931550475875826,1.7583584066300575,1.2438525791484474
1748813032.7876525,1.5931550475876457,1.7583584066301963,1.2438524661948658
1748813032.9928026,1.593155047587628,1.758358406630099,1.2438526346649823
1748813033.212896,1.593155047587612,1.7583584066300009,1.2438522142176283
1748813033.4162595,1.5931550475876755,1.7583584066301394,1.2438520998739424
1748813033.6159341,1.5931550475877387,1.7583584066302795,1.2438520037286966
1748813033.8000858,1.5931550475877216,1.7583584066301818,1.2438518971475805
1748813034.0041096,1.5931550475876648,1.7583584066299662,1.2438517655165153
1748813034.1930313,1.5931550475877267,1.7583584066301046,1.2438519561819745
1748813034.4238617,1.5931550475877911,1.7583584066302438,1.2438515445190794
1748813034.6052854,1.593155045905551,1.7583584016695157,1.2438514191720642
1748813034.8179724,1.5931550459055321,1.7583584016694134,1.2438513749228277
1748813035.005972,1.593155045905592,1.7583584016695477,1.2438510512353276
1748813035.1974967,1.5931550475878833,1.7583584066303275,1.2438511388867823
1748813035.4024973,1.5931550475878669,1.7583584066302302,1.2438510234449696
1748813035.6054983,1.5931550459056147,1.7583584016694773,1.2438505898346908
