time,slam_3sigma_x,slam_3sigma_y,dr_3sigma_x,dr_3sigma_y
1748812995.5409074,0.016033838146397486,0.8405370824693632,1.7872629042738692,0.8405370854114189
1748812995.7456677,0.0164144803276968,0.8501169082944638,1.9231834469046154,0.8501171487502238
1748812995.9488046,0.01706824125127205,0.8600555990876317,2.067138001534711,0.8600651811051221
1748812996.1521223,0.018808806404868435,0.8694024352677299,2.2053563176695383,0.8694637386040387
1748812996.352587,0.020360525294421748,0.8786304150800135,2.3446033226797356,0.878846609143594
1748812996.5499887,0.023320951144123633,0.8872835907632424,2.4777787210597717,0.8878237057685092
1748812996.858564,0.024850786029508444,0.20620336781490597,2.6259135892848993,0.8979369330780662
1748812996.9680786,0.029795027258239713,0.23512381391229215,2.7393993741018487,0.9058738328056212
1748812997.1542358,0.03538464150846887,0.2711519303199398,2.903400910468652,0.9178216263470598
1748812997.3487067,0.04108394121476203,0.2988031578865887,3.0467675005287944,0.9289318953506459
1748812997.5463781,0.04740097031269857,0.3239334588444702,3.1907687729041565,0.9409418220619967
1748812997.7513847,0.05411375803875633,0.3470870401432218,3.33532975761437,0.9540928934298603
1748812997.9481497,0.06146282837178763,0.36965956056030536,3.4876400344252665,0.9694153026316108
1748812998.1553597,0.06854763145159944,0.38976747482419194,3.633120644106491,0.9857380649400755
1748812998.346408,0.07568580503547197,0.4077822247346386,3.7716364881253384,1.0030737633663251
1748812998.5421722,0.08359291199798102,0.4257287034353594,3.91769311185551,1.023527181515568
1748812998.7598948,0.0921769096119453,0.44356177061687185,4.07125002678295,1.0477510900755957
1748812998.9495404,0.1007650205517055,0.4596725628369954,4.2176050222108525,1.0737352533052116
1748812999.1562963,0.1097133884129235,0.47501237356628506,4.363988791642756,1.1028384403881424
1748812999.3493013,0.11841512402924725,0.4889225680745162,4.503005090861949,1.1336059982193631
1748812999.5557244,0.12782091114135952,0.5029294497407704,4.649220740807014,1.1695002287011786
1748812999.7535899,0.1378393609714322,0.5169968755518625,4.80252631562412,1.2112805554428576
1748812999.950146,0.14754267695429496,0.5298350107924472,4.948237759931294,1.255151374753753
1748813000.1507063,0.15686403512168912,0.5415593435790187,5.086323680271909,1.3006511066975566
1748813000.363409,0.16684325207483838,0.553411875338744,5.231176587895494,1.3527689324658874
1748813000.5525582,0.1775210836036446,0.5646287743318663,5.37439744777045,1.410693734089509
1748813000.7598681,0.18912977738678194,0.5751075077993235,5.51540325963951,1.4751470248606813
1748813001.037257,0.050698933623619116,0.20714335315498253,5.6607798901194855,1.5501046118109771
1748813001.1639743,0.09096912945532291,0.2311491565154758,5.796403341835267,1.6285980418943788
1748813001.3481133,0.11916300194549798,0.2508041146581704,5.922443477889695,1.709676917076523
1748813001.5668979,0.1452883511677617,0.26870494414520507,6.05191730864036,1.8019087474043598
1748813001.757858,0.16930571455804336,0.28435039917514054,6.177853883981341,1.9011786236563113
1748813001.951845,0.1930796141398462,0.2987617173185434,6.305992263548921,2.0128970213107698
1748813002.162379,0.21473603132020935,0.3108626138515796,6.423889840674642,2.1263196782672162
1748813002.357111,0.23467342335663818,0.32107149092126824,6.531917591270767,2.240265584970571
1748813002.5582914,0.25614308936961716,0.3309912233479591,6.6465688716115245,2.3730395553200223
1748813002.7651968,0.2762015490991412,0.3392640904246069,6.750891564551645,2.50594889096074
1748813002.968368,0.2968855734870881,0.346771985677231,6.855073247708203,2.652031588546046
1748813003.1574366,0.315337862114997,0.35263865713992265,6.944403924790839,2.789733283338393
1748813003.3575318,0.33347445755569505,0.35774852394923357,7.02887751683911,2.9324724352312317
1748813003.5679338,0.3532012550136923,0.36256939835233915,7.116398449712005,3.095817782228285
1748813003.763659,0.3707852234785999,0.3662302347233334,7.190104050124337,3.2483668176059535
1748813003.9630547,0.38991987942427925,0.3695793088898835,7.265337105654595,3.4219518864860485
1748813004.157976,0.4078598749249056,0.37213422307693067,7.330736924462839,3.5918190642412884
1748813004.3655221,0.4246746576280294,0.37401011019899455,7.387086192441587,3.757036194280361
1748813004.5665715,0.4429598387972033,0.3755495090583438,7.442670040075903,3.943677393038305
1748813004.8550708,0.4600606644492235,0.37656853389478107,7.488941136076419,4.125037568390497
1748813004.955927,0.4768756324158045,0.37735977658443326,7.528602603226217,4.309620353367773
1748813005.2006838,0.05793646304821298,0.21075421900418934,7.56007000338728,4.487661675907788
1748813005.3562984,0.13929638828759458,0.21115892329748004,7.586868790912231,4.677541778914005
1748813005.5635293,0.1882958566094087,0.21153022887637848,7.61197386795847,4.869019286482203
1748813005.751731,0.2269480292845201,0.21190442498756185,7.6371023213128115,5.061765648677196
1748813005.9642854,0.261453879991709,0.21233961182968303,7.663513127581654,5.2654560391789555
1748813006.1661801,0.2905305859174418,0.21267228918682024,7.688691419323691,5.460639078830711
1748813006.3634388,0.3169511894992537,0.2130414035822663,7.713895691716968,5.656951705928071
1748813006.5616338,0.34015542862993464,0.21342532015216392,7.7378645915532545,5.8444629783696636
1748813006.7597685,0.362981726508796,0.21378856630734983,7.763121981227427,6.042881164370296
1748813006.9503777,0.38445521867690235,0.2141672455385685,7.7884078537290975,6.242336513608489
1748813007.1626103,0.4057810125090504,0.21452845040452728,7.814990183841638,6.452859002725711
1748813007.356757,0.4250979703961363,0.21489818398454186,7.840338153040326,6.654374804908146
1748813007.569444,0.44447815261066836,0.21528096368586574,7.866986990084092,6.86700888402652
1748813007.765716,0.46131159655216036,0.21563503447191318,7.891128125371316,7.06029496559348
1748813007.9658332,0.4783915160526434,0.21600287096721532,7.916571708663546,7.264664663887817
1748813008.1609294,0.49488241910799935,0.21639871081440212,7.942048508207064,7.4699513181290165
1748813008.3703249,0.5100549228319221,0.21671501981989652,7.9662824924854005,7.665805488873378
1748813008.563929,0.5255531133456908,0.21708102895525405,7.991825909694935,7.872838645808941
1748813008.7599099,0.5406072603148436,0.21746737020521134,8.0174048793772,8.080753423385675
1748813008.9601557,0.5552532536249442,0.2178105178592586,8.043020135356311,8.289539016120386
1748813009.170555,0.5695229070678781,0.21820308385856446,8.068672368086215,8.49918512491443
1748813009.4355986,0.05935299547121035,0.21139542984547,8.097615736611445,8.719905645746607
1748813009.5639267,0.13945417818440015,0.21206622754883725,8.128837266094319,8.93032091007469
1748813009.7637098,0.18579452524255066,0.21285295825370545,8.161811773037842,9.130306245849455
1748813009.971695,0.22426680641810393,0.21386720399167145,8.200022472925056,9.340820403757537
1748813010.1576705,0.2568547230547804,0.2151022554928524,8.241837678562563,9.551242925898602
1748813010.3717551,0.28690564730004775,0.21665496128172032,8.289637868088224,9.77197267942013
1748813010.5760226,0.3126466550833957,0.2184341195095317,8.338888966554041,9.981897250431931
1748813010.762621,0.3350549122193713,0.22044994607226415,8.389061011905028,10.180967790025843
1748813010.9740417,0.35771059996187216,0.2230306666490082,8.447716249497145,10.398170156630965
1748813011.1710615,0.37897623695822924,0.22608383882796362,8.51105630743182,10.617058456682631
1748813011.3746526,0.39792545797470813,0.2293116049269503,8.575193229990607,10.82483649421659
1748813011.5770407,0.41491181852549996,0.23275286072638596,8.639588691801375,11.021505912307344
1748813011.7918215,0.4318401499519191,0.2367723155111293,8.711042175426424,11.227673055698526
1748813011.9785144,0.447907484606125,0.2410849146274564,8.786283213917258,11.43287438240251
1748813012.185229,0.4639427700953067,0.2460086945017888,8.869386544334628,11.647187112086357
1748813012.360763,0.4777808362803959,0.25077055810331655,8.948212074652313,11.839974985445687
1748813012.5827875,0.4916896799320626,0.2561448409262517,9.034942225351447,12.041680230800292
1748813012.7767634,0.5049722742572377,0.26187868201763653,9.125545730128742,12.2420307506295
1748813012.9799404,0.5176739690763931,0.2679550733087532,9.220043565951578,12.440932138973107
1748813013.1717763,0.5298147766880914,0.27441548846241987,9.31845213675875,12.638285938505177
1748813013.3815389,0.5414146660232892,0.28120050715041417,9.42079378628015,12.834005476231834
1748813013.5979524,0.06302942347541815,0.2162636436998166,9.532499836637399,13.037638849785488
1748813013.770463,0.12588666455841888,0.22607650342211477,9.642945821529192,13.229693523089171
1748813013.9899452,0.16383044555115484,0.23563885473699395,9.75154842257456,13.410357607805071
1748813014.180866,0.19667467519291232,0.24639166891498193,9.87576237262094,13.6079128754027
1748813014.3926628,0.22281286757871724,0.2567851511655649,9.998144689113703,13.79388462205548
1748813014.5881042,0.24556769160718606,0.2673746771508211,10.124518751285333,13.977646352965813
1748813014.7758489,0.2648443110693565,0.2775766052090548,10.248272456172188,14.150088979946158
1748813014.9863837,0.28405727907281997,0.2890003716048985,10.389243773706603,14.338172230820216
1748813015.1732252,0.30070264055058876,0.3000176230626347,10.527588906175726,14.514755532139025
1748813015.3741093,0.31597620059314735,0.3111067966656407,10.669917373674451,14.68877005943971
1748813015.5854297,0.32942635270347287,0.32173456245064613,10.80880719516237,14.851620880173005
1748813015.7942848,0.3431614798839045,0.333593017879947,10.966468342174647,15.028727291548659
1748813015.988134,0.35529007667545787,0.3449974364456515,11.120657211034425,15.194494305615713
1748813016.1714568,0.3660485810290698,0.3559112128008764,11.270763972254386,15.349267847815725
1748813016.3827305,0.3765971775903753,0.3674709293764498,11.43256183374138,15.509256184888304
1748813016.5757458,0.3868888011743722,0.3797561454577778,11.606607598389404,15.673923941378074
1748813016.805909,0.39684505321400027,0.39271088366994267,11.793468826887825,15.842680349059266
1748813016.969641,0.4044418431270923,0.40339213844108046,11.949772400583736,15.977824675793538
1748813017.1773562,0.4122941807970588,0.4153561780161338,12.127476424362607,16.124166115892717
1748813017.3681867,0.41897948431670984,0.4270370793188644,12.30192998355016,16.256814090280578
1748813017.5902684,0.4252490133190817,0.43964654614664567,12.491515901999582,16.389174170896915
1748813017.8775666,0.07270815340415385,0.2197253407885219,12.6969059783845,16.51986244720612
1748813018.0094664,0.09816204626248709,0.24525086634006837,12.89828783600851,16.636189329909126
1748813018.1784878,0.11508500733368385,0.2697317344633293,13.1050655001773,16.74437340133342
1748813018.3908165,0.12734606349296784,0.2918583435579022,13.306201936022962,16.83940374149659
1748813018.6008854,0.1376378492699728,0.31539538595848937,13.533556850321036,16.935453399821338
1748813018.7913663,0.14451572185857273,0.33605705469592495,13.74371972242146,17.01356356725173
1748813019.0225923,0.1496919547470887,0.3583734735734501,13.981629281219579,17.08634950142401
1748813019.2042687,0.1524689352729959,0.3781674627828724,14.201470551042163,17.139184452905653
1748813019.3881433,0.1540874344509941,0.3984101391738218,14.436833483530044,17.18121241283396
1748813019.588089,0.15489843757798002,0.41795793987891944,14.675463770916803,17.209135247781468
1748813019.7833917,0.1551458427833944,0.43683023127202114,14.916472200879099,17.222829978629775
1748813020.002468,0.1552071896012439,0.4558746374744561,15.171282186126712,17.221855323897152
1748813020.1877284,0.15540460366729794,0.47239558170703694,15.402515678798466,17.207422611970372
1748813020.3879962,0.15621415301761524,0.48982015937070256,15.670062080607059,17.174697267145895
1748813020.6119478,0.15777695659281765,0.5048088236500676,15.888025783909232,17.13524699081877
1748813020.8133621,0.1609864823855109,0.5204215335261669,16.140327699767177,17.074994000479272
1748813020.998803,0.16564716498091536,0.534422816581153,16.37771442286302,17.003617372192608
1748813021.178142,0.17021303727376388,0.5471831217806901,16.60130828289451,16.927452076532852
1748813021.3884304,0.17531254159537388,0.5609522673852,16.849361229803804,16.843204434189566
1748813021.5730524,0.18003255545158978,0.5737586948912538,17.086569123308664,16.763126645051795
1748813021.779819,0.184433136835496,0.5856665095562821,17.312777234623738,16.68720085030572
1748813022.1602218,0.08632423773427621,0.22012696834894116,17.56375894630131,16.603456087200513
1748813022.2670252,0.09653947555758832,0.25390421307345157,17.827759009114075,16.5159254532556
1748813022.408677,0.10372589034569715,0.2784735595287799,18.044560666740534,16.444467994191072
1748813022.6013184,0.11151614655078858,0.3034456097593625,18.286285449266575,16.365244132400576
1748813022.7987876,0.11844666018970632,0.3253987483609424,18.51672922609989,16.290154554462987
1748813022.9782243,0.12532568103905012,0.3470100236701973,18.760134829023986,16.211301601376487
1748813023.1873558,0.13184625787315668,0.36735210402670593,19.0043842226249,16.132648187700156
1748813023.3896017,0.1383662852288089,0.387564041166614,19.26174280169626,16.050283615829105
1748813023.6019464,0.1443386166285064,0.4058802916760233,19.507686854464374,15.972059423078328
1748813023.814077,0.15001146496803994,0.4234023988000074,19.75444230176142,15.89405405336994
1748813023.9906402,0.15524483729797772,0.4394031422752451,19.989603472382793,15.820157938871397
1748813024.2002506,0.16086705185500935,0.4564375194718279,20.250353434566662,15.738726801204022
1748813024.3918664,0.1656955912300781,0.4713155767588475,20.487017376670185,15.665277715277835
1748813024.5958674,0.1706815796641023,0.4864874355496982,20.73689756578399,15.588201948214053
1748813024.7923226,0.17576680977920642,0.5019246319770679,21.000102083481195,15.507544388264426
1748813024.9913094,0.18047698918884758,0.5161977371117294,21.25155869478888,15.430992997798203
1748813025.2010167,0.18483561454616046,0.5294006706976302,21.49114589729627,15.358515317344434
1748813025.4148939,0.18954599685464563,0.5436208391892847,21.75673985823837,15.278696090927731
1748813025.589679,0.19393025032527905,0.5568265115602732,22.01044638305425,15.202966773289347
1748813025.81233,0.19799290547681775,0.5690876260926017,22.252142330548672,15.131293746236334
1748813026.0095773,0.20218329148649836,0.5817150151896195,22.50726694696419,15.05613860837524
1748813026.26339,0.08765851925577571,0.22033741335946933,22.775921494963633,14.977555356652555
1748813026.4165533,0.0970025708255241,0.25129012142369217,23.03251706474081,14.903035640483093
1748813026.6005235,0.10433532615036832,0.27739708397887436,23.276940871384596,14.832540052309849
1748813026.8106005,0.11208315848755189,0.3024580528303005,23.53491904472205,14.758655327417983
1748813027.005774,0.11934762842149131,0.32559644814160393,23.793599606808684,14.685108721191387
1748813027.2681003,0.1265609761036626,0.3482424189834236,24.065967734350885,14.608257009738168
1748813027.4224012,0.13387415352804666,0.36952341192962634,24.339090896591316,14.531799507719878
1748813027.5942109,0.1393557440067739,0.38773923563295265,24.586852108029397,14.462970933975
1748813027.8044372,0.14530580389516878,0.4060484351371065,24.84831572290402,14.390885093030299
1748813028.0279853,0.15091531426105007,0.4235625839801468,25.11045092106625,14.319183742711727
1748813028.182492,0.15617373539081064,0.4395598187523719,25.360098621081356,14.25143159695269
1748813028.3846407,0.1614537591119632,0.4557900068465995,25.623533686508342,14.180506425510035
1748813028.6036873,0.166815994735613,0.4722316657250935,25.900852837083114,14.10647885656181
1748813028.816197,0.17155034974008046,0.4866301085315055,26.152385390437523,14.039902793155065
1748813029.0013149,0.1765171510311865,0.5013446995605361,26.417795945231077,13.970243861759144
1748813029.190509,0.18104336824281528,0.5156247482956016,26.431116273913155,13.967261862945165
1748813029.407211,0.18559935998343094,0.5295235449734943,26.43115039850797,13.967777089766688
1748813029.6118505,0.19026592337913512,0.5437350393005248,26.431186158389238,13.968318077633322
1748813029.7904756,0.19439155136982303,0.5562802880192211,26.431218645102263,13.968807489546442
1748813029.9875877,0.1986417742630215,0.5691871775505246,26.431252768328832,13.969322660936022
1748813030.2112594,0.20280294257238568,0.5818078097979216,26.431286891511327,13.969837813327423
1748813030.3962307,0.2070822009253327,0.5947713262865786,26.431322651205264,13.970378721395463
1748813030.59138,0.21087909953280343,0.6062614068314638,26.431355137750813,13.970868061122331
1748813030.803956,0.21499768091035074,0.6187127707515868,26.43139089734897,13.971408929304864
1748813031.0017693,0.218657181041293,0.6297661885075015,26.43142338381078,13.971898232950583
1748813031.1942842,0.22263192096336587,0.641761677128866,26.431459143319756,13.972439061254693
1748813031.3933825,0.22616793115025818,0.6524247151224128,26.431491629694513,13.972928328828118
1748813031.6184099,0.23001291438424276,0.6640109713213254,26.431527389028,13.973469116035945
1748813031.7927134,0.23343715187596936,0.6743222719612001,26.43155987531902,13.973958347544212
1748813032.0047636,0.2369881728676535,0.6850086129000931,26.431593998108372,13.974473329045642
1748813032.2964876,0.2406603634974714,0.6960527212234904,26.431629757386172,13.975014057694505
1748813032.4034102,0.24307767049989093,0.7033191208043302,26.43165364328712,13.975374519629703
1748813032.6087925,0.2473355377281608,0.7161114550584413,26.4316963662088,13.9760181596961
1748813032.7876525,0.250689771209411,0.7261830942591194,26.43173048882194,13.976533065301384
1748813032.9928026,0.253999716149149,0.7361169441471288,26.431764611387713,13.977047951938742
1748813033.212896,0.25726708383045943,0.7459185091746323,26.43179873390943,13.977562819609403
1748813033.4162595,0.2604934748521054,0.7555929378964508,26.431832856390415,13.978077668314583
1748813033.6159341,0.2636803897872964,0.7651450540706073,26.431866978827372,13.978592498057253
1748813033.8000858,0.2668292459528055,0.7745793818059774,26.431901101216937,13.979107308840373
1748813034.0041096,0.26994137095854676,0.7839001507383727,26.431935223479428,13.979622099438174
1748813034.1930313,0.27301803014940124,0.7931114100702013,26.43196934578421,13.980136872305927
1748813034.4238617,0.2760604065206762,0.8022169089525728,26.432003468044954,13.980651626219549
1748813034.6052854,0.2792192276468268,0.8116677567976901,26.4320392267646,13.981192115921196
1748813034.8179724,0.2821947553947423,0.8205673695851949,26.43207334893173,13.981706830985605
1748813035.005972,0.2851392389701046,0.8293714884702712,26.432107471058146,13.982221527101387
1748813035.1974967,0.28790860518628647,0.8376496917374149,26.43213995664077,13.982710452376327
1748813035.4024973,0.29079524149789393,0.846276114526376,26.432174078677953,13.983225111551555
1748813035.6054983,0.29379569152349067,0.8552402198171078,26.432209837166436,13.983765501784934
